amount,release_year,rental_rate,length,replacement_cost,NC_17,PG,PG_13,R_rated,extra_fees,trailers,deleted_scenes,behind_scenes,commentaries
8.99,2010,4.99,158,12.99,0,0,0,1,1,0,0,1,0
2.99,2006,2.99,100,11.99,0,0,0,0,0,1,1,0,0
2.99,2010,2.99,155,25.99,1,0,0,0,0,1,1,0,0
2.99,2009,0.99,111,17.99,0,0,0,1,1,1,1,1,0
4.99,2008,4.99,63,24.99,1,0,0,0,0,1,1,0,0
2.99,2006,0.99,173,29.99,0,0,0,0,1,0,1,0,1
4.99,2004,4.99,129,17.99,0,0,0,0,0,0,0,0,1
1.99,2007,0.99,155,24.99,0,0,0,1,1,1,0,0,0
2.99,2010,0.99,144,25.99,0,0,0,0,1,0,0,1,1
7.99,2004,4.99,110,18.99,0,0,1,0,1,1,0,0,0
11.99,2006,4.99,144,14.99,1,0,0,0,1,0,1,0,1
2.99,2007,0.99,63,26.99,0,0,0,1,1,0,0,0,1
4.99,2007,4.99,73,17.99,0,1,0,0,0,0,1,1,0
4.99,2007,4.99,168,28.99,0,1,0,0,0,0,0,1,0
4.99,2008,4.99,120,18.99,0,0,0,1,0,1,0,1,0
2.99,2004,2.99,79,12.99,0,0,0,0,0,1,1,1,0
2.99,2006,2.99,50,18.99,1,0,0,0,0,1,1,0,0
2.99,2008,0.99,53,25.99,0,0,0,0,1,0,1,1,0
2.99,2009,2.99,135,17.99,0,1,0,0,0,1,0,0,1
2.99,2005,0.99,59,16.99,0,0,0,0,1,1,0,0,0
4.99,2008,4.99,150,25.99,0,0,0,1,0,1,0,0,0
4.99,2008,4.99,91,11.99,0,1,0,0,0,0,0,1,0
5.99,2010,2.99,181,16.99,0,0,1,0,1,1,1,1,0
5.99,2005,2.99,85,21.99,0,0,0,1,1,1,0,0,0
3.99,2005,2.99,153,21.99,0,0,1,0,1,1,0,1,1
2.99,2010,0.99,85,11.99,0,1,0,0,1,0,1,1,1
7.99,2010,4.99,54,23.99,0,0,0,1,1,0,1,1,0
6.99,2005,4.99,110,11.99,0,0,0,0,1,0,0,1,1
5.99,2007,4.99,74,25.99,0,0,0,0,1,1,1,1,0
4.99,2008,4.99,145,17.99,0,0,1,0,0,1,0,1,1
2.99,2007,2.99,185,23.99,0,0,0,0,0,0,1,0,0
2.99,2005,2.99,84,23.99,0,0,0,1,0,1,0,1,1
3.99,2005,2.99,71,21.99,0,0,1,0,1,1,0,0,0
2.99,2006,2.99,100,29.99,0,0,0,0,0,1,1,0,1
7.99,2010,4.99,118,24.99,0,0,1,0,1,1,0,1,0
4.99,2004,4.99,127,26.99,0,0,1,0,0,0,0,1,0
5.99,2006,4.99,126,24.99,0,0,1,0,1,0,0,1,0
2.99,2009,2.99,117,26.99,0,0,0,0,0,0,0,1,1
0.99,2005,0.99,111,12.99,0,0,0,1,0,0,1,0,1
4.99,2004,2.99,153,20.99,0,0,0,0,1,1,0,1,1
4.99,2004,4.99,99,11.99,0,1,0,0,0,1,0,1,0
2.99,2004,2.99,167,20.99,0,0,0,1,0,1,0,0,0
4.99,2004,4.99,137,23.99,1,0,0,0,0,0,1,0,1
4.99,2007,4.99,48,9.99,1,0,0,0,0,0,1,1,0
6.99,2008,4.99,91,11.99,0,1,0,0,1,0,0,1,0
4.99,2010,4.99,48,12.99,0,0,0,0,0,1,1,0,0
1.99,2005,0.99,138,20.99,0,0,1,0,1,0,0,1,1
0.99,2007,0.99,128,9.99,0,1,0,0,0,1,1,1,0
0.99,2007,0.99,79,20.99,0,0,1,0,0,1,0,0,0
4.99,2009,4.99,102,21.99,0,0,0,1,0,0,1,0,1
2.99,2010,2.99,184,27.99,0,0,1,0,0,1,0,0,1
0.99,2005,0.99,150,21.99,1,0,0,0,0,1,0,1,1
4.99,2008,4.99,163,22.99,0,1,0,0,0,0,1,1,1
2.99,2004,2.99,93,24.99,1,0,0,0,0,1,0,1,1
5.99,2005,2.99,68,22.99,1,0,0,0,1,1,0,1,0
0.99,2005,0.99,84,20.99,0,0,1,0,0,1,0,0,0
4.99,2009,2.99,107,28.99,0,1,0,0,1,0,0,1,1
4.99,2006,4.99,153,29.99,0,0,1,0,0,1,1,0,1
4.99,2008,2.99,81,12.99,0,0,0,0,1,0,1,0,1
3.99,2006,2.99,75,10.99,1,0,0,0,1,0,1,0,0
4.99,2007,4.99,65,25.99,0,0,1,0,0,0,0,1,0
6.99,2006,0.99,99,11.99,0,1,0,0,1,1,0,0,1
2.99,2007,0.99,100,20.99,0,1,0,0,1,0,1,0,1
2.99,2008,2.99,47,20.99,0,1,0,0,0,0,1,1,1
2.99,2007,0.99,87,25.99,1,0,0,0,1,0,1,1,0
4.99,2007,4.99,184,12.99,0,0,0,0,0,1,1,0,0
4.99,2007,0.99,137,21.99,0,1,0,0,1,1,1,0,0
6.99,2005,4.99,61,18.99,0,0,1,0,1,1,0,1,0
4.99,2007,2.99,95,23.99,0,1,0,0,1,1,0,0,0
4.99,2009,2.99,98,21.99,0,0,1,0,1,0,1,0,0
8.99,2009,4.99,109,24.99,0,0,0,0,1,1,0,0,1
4.99,2005,4.99,135,28.99,0,0,1,0,0,0,1,1,0
2.99,2010,2.99,146,25.99,0,0,1,0,0,1,1,1,1
7.99,2007,4.99,51,13.99,1,0,0,0,1,0,0,1,1
0.99,2007,0.99,135,29.99,0,0,0,0,0,0,1,0,0
0.99,2004,0.99,168,10.99,1,0,0,0,0,0,1,1,1
5.99,2009,4.99,92,9.99,0,0,0,0,1,1,0,0,1
4.99,2006,4.99,153,29.99,0,0,1,0,0,1,1,0,1
5.99,2008,4.99,107,23.99,0,0,1,0,1,0,1,1,1
0.99,2006,0.99,181,10.99,0,0,0,0,0,0,1,0,0
2.99,2007,2.99,176,18.99,0,1,0,0,0,1,1,0,0
5.99,2005,4.99,80,28.99,0,1,0,0,1,0,1,1,0
6.99,2005,4.99,100,20.99,0,1,0,0,1,1,1,1,0
4.99,2008,2.99,148,21.99,0,0,0,0,1,1,0,0,0
4.99,2007,4.99,150,19.99,0,1,0,0,0,1,1,0,1
4.99,2006,0.99,141,17.99,0,1,0,0,1,1,1,1,0
3.99,2005,0.99,93,29.99,0,0,0,0,1,1,1,1,1
2.99,2007,2.99,150,22.99,0,0,1,0,0,1,0,0,1
5.99,2008,4.99,152,12.99,0,1,0,0,1,0,1,0,0
8.99,2005,4.99,82,17.99,0,0,0,0,1,1,1,0,1
2.99,2006,2.99,63,27.99,0,0,0,1,0,1,0,1,0
3.99,2006,2.99,172,24.99,0,1,0,0,1,1,0,0,0
0.99,2008,0.99,114,25.99,0,1,0,0,0,0,1,1,0
5.99,2010,2.99,170,15.99,0,0,0,0,1,0,0,1,0
3.99,2010,2.99,73,29.99,0,0,0,1,1,1,1,1,1
9.99,2005,4.99,74,11.99,0,1,0,0,1,1,0,0,1
3.99,2009,2.99,90,13.99,0,0,1,0,1,1,1,1,0
2.99,2004,2.99,125,22.99,1,0,0,0,0,0,1,0,1
6.99,2004,4.99,50,18.99,1,0,0,0,1,1,0,1,1
0.99,2010,0.99,155,20.99,0,0,0,0,0,0,0,1,1
0.99,2008,0.99,114,25.99,0,1,0,0,0,0,1,1,0
3.99,2009,2.99,63,15.99,0,0,0,1,1,0,0,0,1
5.99,2004,0.99,125,20.99,1,0,0,0,1,1,0,1,1
1.99,2006,0.99,141,17.99,0,1,0,0,1,1,1,1,0
2.99,2007,2.99,139,22.99,1,0,0,0,0,1,1,1,0
5.99,2004,0.99,72,14.99,0,1,0,0,1,1,1,1,1
2.99,2004,2.99,159,22.99,0,0,0,0,0,0,0,1,0
3.99,2008,2.99,85,18.99,0,1,0,0,1,1,1,1,0
2.99,2009,2.99,179,16.99,0,0,0,1,0,0,1,1,1
0.99,2008,0.99,135,26.99,1,0,0,0,0,1,1,1,1
0.99,2008,0.99,70,18.99,0,0,1,0,0,1,0,0,0
2.99,2006,2.99,80,24.99,0,1,0,0,0,0,1,0,0
2.99,2007,2.99,144,24.99,0,0,1,0,0,0,1,1,1
5.99,2006,0.99,102,28.99,0,0,0,0,1,1,1,1,1
8.99,2005,4.99,139,26.99,1,0,0,0,1,0,0,0,1
1.99,2006,0.99,67,23.99,0,0,0,1,1,1,1,1,0
4.99,2010,4.99,77,23.99,1,0,0,0,0,1,0,0,0
2.99,2008,2.99,57,12.99,0,0,0,0,0,0,0,1,0
2.99,2010,2.99,106,13.99,1,0,0,0,0,0,1,0,0
4.99,2007,4.99,109,22.99,1,0,0,0,0,0,1,1,0
9.99,2004,4.99,93,9.99,1,0,0,0,1,0,1,1,1
3.99,2009,2.99,123,26.99,1,0,0,0,1,0,1,0,1
4.99,2004,2.99,82,29.99,0,0,1,0,1,0,1,1,0
0.99,2004,0.99,149,23.99,0,0,0,1,0,0,1,0,1
2.99,2006,2.99,84,16.99,0,1,0,0,0,0,0,0,1
5.99,2009,2.99,88,9.99,0,0,0,1,1,0,1,0,1
0.99,2004,0.99,100,27.99,0,0,0,0,0,0,0,1,0
4.99,2009,4.99,53,27.99,0,1,0,0,0,0,1,1,1
2.99,2010,2.99,65,24.99,1,0,0,0,0,1,1,0,0
2.99,2010,0.99,171,13.99,0,0,1,0,1,1,0,1,0
2.99,2006,2.99,130,28.99,0,0,0,0,0,0,1,0,0
0.99,2009,0.99,164,22.99,0,0,0,1,0,0,1,0,0
0.99,2005,0.99,136,25.99,1,0,0,0,0,1,1,0,1
2.99,2010,0.99,92,9.99,0,0,0,1,1,1,1,0,0
2.99,2009,2.99,122,29.99,0,0,0,0,0,1,1,0,1
4.99,2010,0.99,163,29.99,0,0,0,1,1,1,0,1,0
3.99,2006,2.99,143,21.99,0,0,0,1,1,0,0,1,1
2.99,2005,0.99,52,11.99,1,0,0,0,1,0,1,0,1
2.99,2005,2.99,121,28.99,0,1,0,0,0,1,1,0,0
4.99,2007,0.99,79,20.99,0,0,1,0,1,1,0,0,0
2.99,2010,2.99,154,23.99,0,1,0,0,0,0,0,1,1
4.99,2007,4.99,57,27.99,0,1,0,0,0,1,1,1,0
2.99,2007,0.99,52,15.99,0,0,0,0,1,1,0,0,0
4.99,2005,4.99,179,29.99,0,0,0,1,0,1,0,1,1
0.99,2006,0.99,98,29.99,0,0,0,1,0,1,1,1,1
2.99,2007,2.99,152,21.99,1,0,0,0,0,1,0,1,1
4.99,2004,4.99,180,17.99,1,0,0,0,0,0,0,1,1
2.99,2004,2.99,94,27.99,0,0,0,1,0,1,0,1,0
2.99,2005,2.99,158,16.99,1,0,0,0,0,0,0,0,1
9.99,2007,4.99,130,13.99,1,0,0,0,1,1,1,1,1
3.99,2010,2.99,112,10.99,0,0,0,0,1,0,1,0,0
0.99,2006,0.99,123,14.99,1,0,0,0,0,1,0,1,1
1.99,2009,0.99,128,9.99,1,0,0,0,1,1,1,0,1
4.99,2009,4.99,145,27.99,0,0,1,0,0,0,1,0,1
4.99,2005,4.99,100,20.99,0,1,0,0,0,1,1,1,0
2.99,2006,2.99,131,23.99,1,0,0,0,0,1,0,0,0
5.99,2010,2.99,170,15.99,0,0,0,0,1,0,0,1,0
0.99,2005,0.99,135,20.99,0,0,0,0,0,1,1,0,0
2.99,2008,2.99,95,13.99,0,0,0,1,0,1,1,1,0
0.99,2010,0.99,144,25.99,0,0,0,0,0,0,0,1,1
0.99,2009,0.99,157,27.99,0,0,1,0,0,0,0,0,1
6.99,2010,2.99,155,25.99,1,0,0,0,1,1,1,0,0
4.99,2006,4.99,61,15.99,0,0,0,0,0,1,0,1,0
4.99,2005,4.99,80,28.99,0,1,0,0,0,0,1,1,0
4.99,2007,4.99,48,9.99,1,0,0,0,0,0,1,1,0
6.99,2004,4.99,59,13.99,0,0,1,0,1,1,0,0,0
3.99,2004,0.99,54,14.99,0,0,1,0,1,1,0,0,1
2.99,2006,2.99,120,10.99,0,0,1,0,0,0,1,0,1
6.99,2006,4.99,154,14.99,0,0,0,1,1,1,0,0,1
6.99,2008,0.99,84,29.99,0,0,0,1,1,1,1,0,1
7.99,2006,4.99,182,20.99,0,1,0,0,1,0,0,1,1
0.99,2007,0.99,147,21.99,0,1,0,0,0,0,1,1,1
5.99,2010,0.99,65,12.99,0,0,1,0,1,1,1,0,0
0.99,2006,0.99,99,29.99,1,0,0,0,0,1,0,0,1
2.99,2010,2.99,91,24.99,0,1,0,0,0,1,0,1,0
0.99,2004,0.99,100,27.99,0,0,0,0,0,0,0,1,0
4.99,2010,2.99,69,18.99,1,0,0,0,1,1,0,1,1
1.99,2007,0.99,55,20.99,0,1,0,0,1,1,1,1,1
0.99,2010,0.99,89,23.99,0,0,1,0,0,0,1,1,1
7.99,2004,4.99,85,24.99,0,1,0,0,1,1,0,0,1
2.99,2007,2.99,171,24.99,0,0,0,1,0,1,0,0,0
5.99,2006,4.99,167,25.99,0,0,0,1,1,1,0,1,1
5.99,2005,0.99,73,26.99,0,0,0,1,1,0,0,1,0
2.99,2009,0.99,128,9.99,1,0,0,0,1,1,1,0,1
4.99,2006,2.99,100,29.99,0,0,0,0,1,1,1,0,1
1.99,2005,0.99,92,21.99,1,0,0,0,1,0,0,1,1
3.99,2004,2.99,174,16.99,1,0,0,0,1,1,0,1,0
2.99,2005,2.99,169,16.99,1,0,0,0,0,1,0,1,1
4.99,2009,4.99,102,21.99,0,0,0,1,0,0,1,0,1
0.99,2007,0.99,48,19.99,0,0,1,0,0,1,0,0,1
8.99,2004,2.99,75,29.99,0,0,0,0,1,1,0,0,0
6.99,2009,4.99,61,17.99,0,0,0,0,1,0,0,1,0
4.99,2005,4.99,128,21.99,0,0,1,0,0,1,0,1,1
8.99,2010,4.99,118,24.99,0,0,1,0,1,1,0,1,0
0.99,2005,0.99,87,23.99,0,0,0,0,0,1,0,1,1
2.99,2008,2.99,120,10.99,0,0,0,1,0,1,0,0,1
6.99,2007,2.99,145,23.99,0,0,0,1,1,0,0,0,1
2.99,2006,2.99,84,16.99,0,1,0,0,0,0,0,0,1
3.99,2004,2.99,181,19.99,0,0,0,1,1,1,0,1,0
1.99,2007,0.99,134,11.99,1,0,0,0,1,1,1,0,1
5.99,2006,2.99,52,9.99,0,1,0,0,1,0,1,0,1
4.99,2008,4.99,102,25.99,0,0,0,0,0,0,1,0,0
3.99,2009,2.99,61,29.99,0,0,1,0,1,0,0,0,1
2.99,2007,2.99,149,19.99,0,0,0,0,0,0,0,1,1
0.99,2005,0.99,156,10.99,0,0,0,1,0,1,0,0,1
4.99,2005,4.99,110,11.99,0,0,0,0,0,0,0,1,1
4.99,2007,4.99,84,9.99,0,0,0,0,0,1,0,1,1
4.99,2005,4.99,77,11.99,1,0,0,0,0,0,0,1,0
0.99,2005,0.99,163,27.99,0,0,0,1,0,1,0,1,0
6.99,2006,2.99,143,21.99,0,0,0,1,1,0,0,1,1
1.99,2005,0.99,73,26.99,0,0,0,1,1,0,0,1,0
4.99,2006,2.99,80,24.99,0,1,0,0,1,0,1,0,0
7.99,2006,4.99,138,26.99,0,0,1,0,1,0,1,0,0
2.99,2005,0.99,139,29.99,0,0,1,0,1,0,1,1,1
1.99,2010,0.99,98,22.99,0,0,0,1,1,0,0,1,0
0.99,2005,0.99,114,27.99,0,1,0,0,0,0,0,1,1
8.99,2005,2.99,84,23.99,0,0,0,1,1,1,0,1,1
2.99,2010,0.99,126,14.99,0,0,0,1,1,1,1,0,0
3.99,2009,2.99,115,29.99,0,1,0,0,1,0,0,1,0
4.99,2007,4.99,136,25.99,1,0,0,0,0,0,0,1,0
7.99,2009,4.99,104,20.99,1,0,0,0,1,1,0,1,0
2.99,2007,2.99,147,18.99,0,0,0,0,0,1,1,0,1
4.99,2004,4.99,127,26.99,0,0,1,0,0,0,0,1,0
4.99,2005,2.99,71,21.99,0,0,1,0,1,1,0,0,0
0.99,2004,0.99,67,22.99,0,0,1,0,0,1,0,0,0
8.99,2007,2.99,184,11.99,1,0,0,0,1,0,0,1,1
2.99,2007,2.99,106,10.99,0,1,0,0,0,1,1,0,0
0.99,2006,0.99,78,28.99,0,0,1,0,0,0,0,1,1
0.99,2005,0.99,151,12.99,0,0,1,0,0,0,0,1,1
1.99,2006,0.99,98,12.99,0,0,0,1,1,0,1,1,0
4.99,2007,2.99,89,25.99,1,0,0,0,1,1,0,0,1
5.99,2007,2.99,139,22.99,1,0,0,0,1,1,1,1,0
5.99,2004,0.99,110,14.99,0,0,0,0,1,0,1,1,1
6.99,2004,2.99,170,10.99,1,0,0,0,1,1,0,1,0
0.99,2009,0.99,46,25.99,0,0,1,0,0,1,0,0,1
2.99,2006,2.99,131,23.99,1,0,0,0,0,1,0,0,0
4.99,2008,4.99,161,21.99,0,0,0,1,0,0,0,0,1
6.99,2008,2.99,178,17.99,0,0,1,0,1,1,1,0,1
3.99,2007,2.99,130,9.99,1,0,0,0,1,1,1,1,0
4.99,2008,4.99,100,10.99,1,0,0,0,0,0,0,1,1
2.99,2005,2.99,175,22.99,0,1,0,0,0,0,0,0,1
4.99,2008,4.99,85,22.99,0,0,0,0,0,1,1,1,0
3.99,2007,0.99,122,24.99,0,1,0,0,1,1,1,1,1
0.99,2009,0.99,92,18.99,0,0,0,1,0,1,0,0,1
5.99,2006,2.99,167,17.99,0,0,0,0,1,0,1,1,1
1.99,2010,0.99,115,20.99,0,0,0,1,1,0,1,1,0
4.99,2009,4.99,124,25.99,0,0,0,0,0,1,0,1,1
5.99,2004,0.99,122,14.99,1,0,0,0,1,1,1,0,0
0.99,2009,0.99,142,17.99,0,1,0,0,0,1,1,0,1
0.99,2007,0.99,55,20.99,0,1,0,0,0,1,1,1,1
4.99,2006,4.99,56,22.99,0,1,0,0,0,0,1,0,0
7.99,2006,4.99,56,22.99,0,1,0,0,1,0,1,0,0
0.99,2004,0.99,104,22.99,0,1,0,0,0,1,0,1,1
4.99,2009,4.99,102,21.99,0,0,0,1,0,0,1,0,1
6.99,2005,0.99,132,21.99,0,1,0,0,1,1,0,1,1
4.99,2006,4.99,77,9.99,1,0,0,0,0,0,1,1,0
2.99,2009,2.99,115,29.99,0,1,0,0,0,0,0,1,0
1.99,2007,0.99,87,25.99,1,0,0,0,1,0,1,1,0
0.99,2006,0.99,67,23.99,0,0,0,1,0,1,1,1,0
5.99,2008,4.99,150,25.99,0,0,0,1,1,1,0,0,0
0.99,2005,0.99,111,12.99,0,0,0,1,0,0,1,0,1
4.99,2007,2.99,118,18.99,0,1,0,0,1,0,1,0,0
2.99,2009,2.99,123,26.99,1,0,0,0,0,0,1,0,1
2.99,2004,2.99,131,28.99,0,0,0,1,0,0,1,0,0
4.99,2009,4.99,153,9.99,1,0,0,0,0,0,1,0,0
2.99,2008,2.99,118,22.99,0,0,0,1,0,0,1,0,1
4.99,2006,4.99,161,22.99,0,0,0,1,0,0,0,0,1
1.99,2007,0.99,137,21.99,0,1,0,0,1,1,1,0,0
5.99,2008,4.99,85,22.99,0,0,0,0,1,1,1,1,0
4.99,2006,4.99,185,14.99,0,0,0,0,0,0,1,0,0
1.99,2009,0.99,103,27.99,1,0,0,0,1,1,1,0,1
6.99,2010,2.99,115,16.99,0,1,0,0,1,1,0,0,1
4.99,2004,4.99,86,11.99,0,0,0,1,0,1,1,0,1
0.99,2005,0.99,136,25.99,1,0,0,0,0,1,1,0,1
3.99,2010,0.99,70,16.99,1,0,0,0,1,0,1,1,0
0.99,2007,0.99,96,11.99,0,1,0,0,0,1,0,0,0
0.99,2007,0.99,151,19.99,0,0,0,1,0,0,0,1,1
4.99,2009,4.99,56,20.99,0,0,0,0,0,1,0,1,1
0.99,2010,0.99,133,27.99,0,0,1,0,0,1,1,1,1
8.99,2006,4.99,88,17.99,0,0,0,1,1,0,1,0,1
6.99,2010,4.99,77,23.99,1,0,0,0,1,1,0,0,0
0.99,2007,0.99,56,24.99,0,0,0,0,0,1,0,1,1
9.99,2006,4.99,179,27.99,0,0,0,0,1,1,0,0,1
5.99,2009,2.99,180,21.99,0,0,1,0,1,0,0,1,1
2.99,2006,0.99,148,22.99,0,0,0,1,1,1,0,0,1
2.99,2009,2.99,98,27.99,0,0,1,0,0,1,1,0,1
8.99,2004,4.99,152,18.99,0,0,1,0,1,0,1,0,0
2.99,2006,2.99,104,15.99,0,0,0,1,0,0,0,0,1
5.99,2008,4.99,110,15.99,0,1,0,0,1,0,0,0,1
0.99,2007,0.99,129,17.99,0,0,0,1,0,1,0,1,1
4.99,2009,4.99,123,18.99,0,0,0,0,0,1,1,0,1
0.99,2007,0.99,63,26.99,0,0,0,1,0,0,0,0,1
4.99,2005,4.99,135,28.99,0,0,1,0,0,0,1,1,0
0.99,2006,0.99,78,28.99,0,0,1,0,0,0,0,1,1
5.99,2005,2.99,166,11.99,0,1,0,0,1,1,1,1,0
0.99,2005,0.99,54,12.99,0,0,0,1,0,1,0,0,0
4.99,2008,2.99,50,18.99,0,0,0,0,1,1,1,1,0
5.99,2010,4.99,75,20.99,0,0,0,1,1,0,1,1,0
0.99,2009,0.99,174,21.99,0,0,0,1,0,0,0,0,1
3.99,2009,0.99,87,21.99,0,0,1,0,1,0,0,1,1
6.99,2008,4.99,122,26.99,1,0,0,0,1,0,1,1,1
2.99,2006,2.99,50,18.99,1,0,0,0,0,1,1,0,0
0.99,2007,0.99,177,28.99,0,0,0,1,0,1,1,1,0
4.99,2005,4.99,128,21.99,0,0,1,0,0,1,0,1,1
2.99,2007,2.99,131,29.99,0,0,0,0,0,0,0,0,1
5.99,2007,4.99,122,16.99,0,0,0,0,1,0,0,0,1
4.99,2010,4.99,162,23.99,0,0,1,0,0,0,1,1,1
5.99,2004,4.99,128,27.99,0,1,0,0,1,0,0,1,1
7.99,2009,4.99,60,19.99,1,0,0,0,1,0,0,0,1
1.99,2004,0.99,114,10.99,0,0,1,0,1,1,0,1,0
5.99,2006,0.99,48,20.99,0,1,0,0,1,0,1,0,0
3.99,2006,2.99,120,10.99,0,0,1,0,1,0,1,0,1
3.99,2005,2.99,112,28.99,1,0,0,0,1,0,1,1,1
2.99,2008,2.99,81,12.99,0,0,0,0,0,0,1,0,1
4.99,2006,2.99,52,9.99,0,1,0,0,1,0,1,0,1
0.99,2006,0.99,82,13.99,0,1,0,0,0,1,1,0,0
2.99,2009,2.99,116,21.99,0,1,0,0,0,0,1,0,1
6.99,2008,2.99,119,12.99,0,0,1,0,1,0,1,0,0
4.99,2007,4.99,152,11.99,1,0,0,0,0,1,1,1,0
2.99,2004,2.99,134,26.99,0,0,0,1,0,1,1,1,1
5.99,2007,2.99,102,10.99,0,0,0,1,1,1,0,0,1
4.99,2004,4.99,54,15.99,0,0,0,1,0,1,0,0,0
0.99,2010,0.99,126,22.99,1,0,0,0,0,1,0,0,0
7.99,2009,4.99,61,17.99,0,0,0,0,1,0,0,1,0
7.99,2005,2.99,127,9.99,0,0,1,0,1,1,0,0,1
0.99,2004,0.99,122,14.99,1,0,0,0,0,1,1,0,0
4.99,2006,4.99,148,17.99,0,0,1,0,0,1,0,0,1
4.99,2004,4.99,170,22.99,0,1,0,0,0,1,1,1,0
7.99,2004,4.99,170,22.99,0,1,0,0,1,1,1,1,0
3.99,2008,2.99,172,13.99,0,0,1,0,1,1,0,0,1
2.99,2005,2.99,158,16.99,1,0,0,0,0,0,0,0,1
8.99,2009,4.99,73,12.99,0,0,1,0,1,1,0,0,0
1.99,2008,0.99,114,11.99,0,1,0,0,1,1,0,1,1
2.99,2004,0.99,103,23.99,1,0,0,0,1,0,1,1,1
4.99,2005,0.99,83,18.99,1,0,0,0,1,1,0,0,1
4.99,2010,4.99,148,20.99,0,1,0,0,0,0,0,0,1
5.99,2009,4.99,153,9.99,1,0,0,0,1,0,1,0,0
4.99,2004,4.99,179,17.99,0,1,0,0,0,1,1,0,1
0.99,2007,0.99,177,28.99,0,0,0,1,0,1,1,1,0
8.99,2006,4.99,178,11.99,0,0,1,0,1,1,0,1,1
2.99,2009,2.99,61,29.99,0,0,1,0,0,0,0,0,1
4.99,2010,4.99,158,12.99,0,0,0,1,0,0,0,1,0
2.99,2009,2.99,136,26.99,0,0,1,0,0,1,0,0,1
0.99,2008,0.99,132,28.99,0,0,1,0,0,1,0,1,0
8.99,2009,4.99,73,12.99,0,0,1,0,1,1,0,0,0
0.99,2010,0.99,69,29.99,0,1,0,0,0,1,0,1,0
7.99,2004,4.99,185,15.99,0,0,0,1,1,1,0,1,1
4.99,2007,4.99,122,16.99,0,0,0,0,0,0,0,0,1
2.99,2010,2.99,106,13.99,1,0,0,0,0,0,1,0,0
5.99,2007,0.99,161,20.99,0,0,0,1,1,1,1,0,1
2.99,2010,2.99,115,16.99,0,1,0,0,0,1,0,0,1
4.99,2009,2.99,171,29.99,1,0,0,0,1,0,0,0,1
3.99,2007,0.99,113,20.99,0,1,0,0,1,0,1,1,1
5.99,2004,0.99,122,14.99,1,0,0,0,1,1,1,0,0
2.99,2005,2.99,85,24.99,1,0,0,0,0,1,0,0,1
3.99,2005,0.99,83,18.99,1,0,0,0,1,1,0,0,1
2.99,2004,0.99,58,27.99,0,0,1,0,1,0,0,1,0
6.99,2008,0.99,46,28.99,0,0,1,0,1,0,1,1,1
5.99,2008,4.99,91,11.99,0,1,0,0,1,0,0,1,0
2.99,2010,2.99,78,12.99,0,0,0,1,0,0,1,0,1
2.99,2004,2.99,170,10.99,1,0,0,0,0,1,0,1,0
4.99,2009,4.99,92,16.99,1,0,0,0,0,0,1,1,1
1.99,2009,0.99,142,17.99,0,1,0,0,1,1,1,0,1
4.99,2006,4.99,56,22.99,0,1,0,0,0,0,1,0,0
0.99,2008,0.99,176,22.99,0,0,1,0,0,0,0,1,1
0.99,2010,0.99,110,24.99,0,0,1,0,0,0,1,1,0
0.99,2010,0.99,174,10.99,0,0,1,0,0,0,0,1,0
4.99,2009,4.99,120,22.99,1,0,0,0,0,1,0,1,1
4.99,2008,2.99,118,22.99,0,0,0,1,1,0,1,0,1
2.99,2006,2.99,69,17.99,0,0,1,0,0,0,1,0,1
4.99,2006,4.99,178,11.99,0,0,1,0,0,1,0,1,1
4.99,2010,4.99,126,11.99,1,0,0,0,0,1,0,0,1
7.99,2005,4.99,121,11.99,0,0,0,1,1,0,0,1,1
4.99,2009,4.99,53,27.99,0,1,0,0,0,0,1,1,1
2.99,2006,0.99,57,22.99,0,0,0,0,1,1,0,0,0
4.99,2004,4.99,142,26.99,1,0,0,0,0,0,1,0,1
0.99,2005,0.99,136,25.99,1,0,0,0,0,1,1,0,1
1.99,2010,0.99,104,12.99,0,0,1,0,1,1,1,0,0
4.99,2006,4.99,103,21.99,0,1,0,0,0,0,0,1,1
4.99,2008,4.99,80,26.99,0,0,0,0,0,0,1,1,0
8.99,2008,4.99,58,12.99,0,0,0,1,1,1,0,1,0
4.99,2008,4.99,63,24.99,1,0,0,0,0,1,1,0,0
4.99,2004,4.99,54,15.99,0,0,0,1,0,1,0,0,0
10.99,2010,4.99,108,13.99,0,0,0,0,1,1,1,1,1
0.99,2006,0.99,64,11.99,0,0,0,0,0,1,1,0,1
4.99,2004,4.99,175,21.99,1,0,0,0,0,1,1,0,0
8.99,2009,4.99,178,26.99,0,0,1,0,1,1,1,1,0
2.99,2008,0.99,135,26.99,1,0,0,0,1,1,1,1,1
4.99,2007,2.99,169,17.99,0,1,0,0,1,0,1,0,0
6.99,2004,2.99,65,18.99,0,1,0,0,1,1,0,1,0
4.99,2004,4.99,180,17.99,1,0,0,0,0,0,0,1,1
4.99,2008,4.99,91,11.99,0,1,0,0,0,0,0,1,0
0.99,2009,0.99,51,20.99,0,0,0,0,0,0,0,0,1
5.99,2008,2.99,114,21.99,0,0,1,0,1,1,1,0,0
3.99,2007,2.99,75,23.99,0,0,1,0,1,0,1,1,1
4.99,2008,4.99,63,24.99,1,0,0,0,0,1,1,0,0
5.99,2005,4.99,80,28.99,0,1,0,0,1,0,1,1,0
2.99,2004,2.99,137,22.99,0,0,0,1,0,1,0,1,1
